Problem 3
40.0000,93.4844,113.7425,122.5452,126.8059,129.0213,130.2190,130.8738,131.2242,131.3945,131.4452,131.3945,131.2242,130.8738,130.2190,129.0213,126.8059,122.5452,113.7425,93.4844,40.0000
40.0000,70.3024,89.1501,99.9355,106.0413,109.5120,111.4864,112.5976,113.2022,113.4984,113.5869,113.4984,113.2022,112.5976,111.4864,109.5120,106.0413,99.9355,89.1501,70.3024,40.0000
40.0000,58.7775,73.0155,82.5770,88.6369,92.3525,94.5722,95.8600,96.5730,96.9255,97.0312,96.9255,96.5730,95.8600,94.5722,92.3525,88.6369,82.5770,73.0155,58.7775,40.0000
40.0000,52.0685,62.0978,69.5014,74.5687,77.8565,79.8978,81.1106,81.7902,82.1278,82.2290,82.1278,81.7902,81.1106,79.8978,77.8565,74.5687,69.5014,62.0978,52.0685,40.0000
40.0000,47.7238,54.4414,59.6823,63.4489,65.9841,67.5951,68.5622,69.1037,69.3707,69.4503,69.3707,69.1037,68.5622,67.5951,65.9841,63.4489,59.6823,54.4414,47.7238,40.0000
40.0000,44.7343,48.9449,52.3265,54.8172,56.5172,57.5969,58.2342,58.5797,58.7433,58.7906,58.7433,58.5797,58.2342,57.5969,56.5172,54.8172,52.3265,48.9449,44.7343,40.0000
40.0000,42.6203,44.9660,46.8586,48.2437,49.1641,49.7155,50.0080,50.1410,50.1899,50.2010,50.1899,50.1410,50.0080,49.7155,49.1641,48.2437,46.8586,44.9660,42.6203,40.0000
40.0000,41.1191,42.1019,42.8563,43.3526,43.6150,43.7008,43.6786,43.6125,43.5522,43.5286,43.5522,43.6125,43.6786,43.7008,43.6150,43.3526,42.8563,42.1019,41.1191,40.0000
40.0000,40.0676,40.0794,39.9997,39.8227,39.5701,39.2804,38.9981,38.7643,38.6109,38.5575,38.6109,38.7643,38.9981,39.2804,39.5701,39.8227,39.9997,40.0794,40.0676,40.0000
40.0000,39.3547,38.7012,38.0399,37.3835,36.7561,36.1877,35.7092,35.3474,35.1222,35.0458,35.1222,35.3474,35.7092,36.1877,36.7561,37.3835,38.0399,38.7012,39.3547,40.0000
40.0000,38.8998,37.8194,36.7812,35.8105,34.9344,34.1794,33.5684,33.1197,32.8457,32.7536,32.8457,33.1197,33.5684,34.1794,34.9344,35.8105,36.7812,37.8194,38.8998,40.0000
40.0000,38.6430,37.3214,36.0699,34.9213,33.9047,33.0448,32.3600,31.8634,31.5627,31.4620,31.5627,31.8634,32.3600,33.0448,33.9047,34.9213,36.0699,37.3214,38.6430,40.0000
40.0000,38.5394,37.1215,35.7867,34.5710,33.5043,32.6095,31.9024,31.3926,31.0854,30.9827,31.0854,31.3926,31.9024,32.6095,33.5043,34.5710,35.7867,37.1215,38.5394,40.0000
40.0000,38.5551,37.1545,35.8396,34.6464,33.6038,32.7330,32.0474,31.5548,31.2585,31.1597,31.2585,31.5548,32.0474,32.7330,33.6038,34.6464,35.8396,37.1545,38.5551,40.0000
40.0000,38.6643,37.3705,36.1576,35.0591,34.1012,33.3029,32.6758,32.2259,31.9557,31.8657,31.9557,32.2259,32.6758,33.3029,34.1012,35.0591,36.1576,37.3705,38.6643,40.0000
40.0000,38.8469,37.7305,36.6846,35.7383,34.9141,34.2280,33.6897,33.3039,33.0724,32.9952,33.0724,33.3039,33.6897,34.2280,34.9141,35.7383,36.6846,37.7305,38.8469,40.0000
40.0000,39.0863,38.2019,37.3736,36.6246,35.9727,35.4304,35.0051,34.7005,34.5178,34.4569,34.5178,34.7005,35.0051,35.4304,35.9727,36.6246,37.3736,38.2019,39.0863,40.0000
40.0000,39.3677,38.7556,38.1825,37.6644,37.2137,36.8389,36.5450,36.3346,36.2084,36.1664,36.2084,36.3346,36.5450,36.8389,37.2137,37.6644,38.1825,38.7556,39.3677,40.0000
40.0000,39.6768,39.3641,39.0713,38.8066,38.5764,38.3849,38.2349,38.1275,38.0631,38.0416,38.0631,38.1275,38.2349,38.3849,38.5764,38.8066,39.0713,39.3641,39.6768,40.0000
40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000
